Avg_salary,Rating,Size,Type of ownership,Industry,Sector,Revenue,No. of Competitors,Per_Hour,Employer_provided,State,job_loc,Age_of_company,Python,SPARK,AWS,EXCEL,Job_Titles_Simplified,Title_Seniority,Job_Description_Length
121.0,3.8,5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,0,CA,1,24,1,1,0,1,Data Scientist,Not Mentioned,2378
110.0,2.2,501 to 1000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),3,0,0,TX,0,27,0,0,0,0,Data Scientist,Senior,6683
91.5,2.9,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,MA,1,-1,0,0,0,1,Other Titles,Not Mentioned,4011
70.5,4.1,5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,0,0,VA,0,52,0,0,0,0,Analyst,Not Mentioned,4797
70.5,3.7,501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,0,LA,0,-1,0,0,0,1,Data Engineer,Not Mentioned,3696
76.5,3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,0,0,WA,1,55,1,0,0,0,Data Scientist,Not Mentioned,6474
92.0,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,1,169,1,1,0,1,Data Engineer,Not Mentioned,2967
140.5,4.7,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,0,UT,1,7,1,0,1,0,Data Scientist,Senior,4854
82.0,3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,0,0,VA,0,51,1,0,0,0,Other Titles,Not Mentioned,4233
84.5,3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,NY,1,6,0,0,0,0,Other Titles,Senior,3693
134.5,4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,0,MA,1,7,0,0,0,0,Other Titles,Senior,4464
164.5,3.3,201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,CA,1,12,0,0,0,0,Data Scientist,Not Mentioned,1707
44.0,3.4,201 to 500 employees,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),0,0,0,FL,1,29,0,0,0,0,Analyst,Not Mentioned,2312
93.5,4.0,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,0,MD,1,18,0,0,0,1,Other Titles,Not Mentioned,4674
109.0,4.4,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,VA,0,5,1,1,0,0,Data Engineer,Not Mentioned,2378
149.5,3.8,501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,3,0,0,TX,0,10,0,1,1,0,Data Engineer,Not Mentioned,3331
65.5,3.5,1001 to 5000 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,0,0,0,DC,1,13,0,1,1,1,Data Engineer,Not Mentioned,4636
124.5,3.5,1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,0,NC,1,3,1,1,0,1,Data Scientist,Senior,3907
114.0,2.9,51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,3,0,0,CA,0,22,1,1,0,0,Data Engineer,Not Mentioned,3358
49.0,3.9,501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,3,0,0,PA,1,83,1,0,0,0,Analyst,Not Mentioned,3999
84.5,3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,NY,1,6,0,0,0,0,Other Titles,Senior,3650
71.0,3.7,501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),3,0,0,VA,1,31,0,0,0,1,Analyst,Not Mentioned,2685
101.0,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,0,169,0,0,0,0,Director,Not Mentioned,4462
107.0,3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,0,0,CA,1,51,1,1,1,0,Data Scientist,Not Mentioned,5044
112.5,4.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,0,0,MA,1,46,1,0,0,1,Data Scientist,Not Mentioned,2187
181.0,3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,0,0,CA,1,13,1,1,0,0,Machine Learning Engineer,Not Mentioned,2037
61.0,3.7,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),3,0,0,IL,1,92,1,1,0,0,Analyst,Not Mentioned,5839
205.0,4.1,51 to 200 employees,Company - Private,Internet,Information Technology,$50 to $100 million (USD),3,0,0,CA,1,10,1,1,1,0,Data Engineer,Senior,4077
103.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,KY,0,145,0,0,0,0,Other Titles,Not Mentioned,5244
63.0,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,1,169,0,0,0,1,manager,Not Mentioned,5699
62.5,3.0,10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),3,0,0,CT,0,39,0,0,0,1,Other Titles,Not Mentioned,3509
94.5,3.5,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,0,CA,1,7,1,1,1,1,Data Engineer,Not Mentioned,5825
48.5,3.6,1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,0,CA,1,34,0,0,0,1,Analyst,Not Mentioned,4644
154.5,3.5,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3,0,0,MA,1,10,1,0,0,1,Other Titles,Senior,4538
43.0,4.0,1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,1,0,TX,0,43,0,0,1,0,Other Titles,Not Mentioned,5215
87.0,3.7,501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),0,0,0,KS,0,47,1,0,0,1,Machine Learning Engineer,Not Mentioned,2905
52.5,2.4,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,0,IL,0,-1,0,0,0,0,Other Titles,Not Mentioned,2455
64.5,3.2,501 to 1000 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,3,0,0,NY,1,17,1,0,1,1,Data Engineer,Not Mentioned,2957
111.5,2.1,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,CA,1,-1,0,0,0,1,Other Titles,Not Mentioned,4378
154.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,0,1,1,1,Data Engineer,Not Mentioned,6892
124.0,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,0,0,0,0,Machine Learning Engineer,Senior,5421
128.5,4.4,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,0,IL,1,12,1,0,1,1,Data Scientist,Senior,3206
63.0,3.7,501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,1,0,CO,1,54,0,0,0,0,Other Titles,Not Mentioned,1967
64.0,3.5,501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,CA,1,24,0,0,0,0,manager,Not Mentioned,3901
98.0,3.0,10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),3,0,0,TN,1,62,1,0,0,0,Data Engineer,Senior,2177
142.5,4.2,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,10,0,0,0,0,Data Scientist,Not Mentioned,3872
137.0,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,NY,0,107,1,0,0,0,Data Scientist,Senior,3197
99.0,4.0,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,0,CO,1,105,1,0,1,0,Data Engineer,Not Mentioned,4752
54.0,3.3,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,0,WI,1,56,0,0,0,0,Other Titles,Not Mentioned,2855
139.5,4.4,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,0,MA,1,36,1,0,0,0,Data Scientist,Senior,2537
109.0,3.4,201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,0,MD,0,21,0,0,1,0,Data Engineer,Not Mentioned,3705
254.0,3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,0,0,IL,0,108,1,0,0,0,Director,Not Mentioned,4500
73.0,2.9,201 to 500 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,0,0,CA,0,8,0,0,0,0,Other Titles,Not Mentioned,3761
81.0,2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,MD,1,59,0,0,0,1,Other Titles,Not Mentioned,3809
55.0,3.6,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,1,0,DE,0,85,0,0,0,0,Other Titles,Not Mentioned,2840
99.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Not Mentioned,7209
45.5,3.3,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,0,OH,1,31,0,0,0,0,Analyst,Not Mentioned,2895
122.5,4.5,51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,0,0,IN,1,24,1,1,1,0,Data Engineer,Senior,2331
140.0,3.9,5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),0,0,0,IL,1,52,1,0,0,1,Data Scientist,Senior,5374
77.5,3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,0,0,VA,0,62,0,0,0,0,Other Titles,Senior,3299
53.0,3.3,1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,0,1,1,MA,1,44,0,0,0,1,Other Titles,Not Mentioned,1866
117.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Senior,7444
70.5,2.4,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,0,CA,1,14,0,0,0,0,Other Titles,Not Mentioned,3401
61.5,4.8,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),0,0,0,CA,1,9,0,0,0,1,manager,Not Mentioned,3721
70.0,2.9,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,NY,0,5,0,0,0,1,Other Titles,Not Mentioned,4755
80.0,2.9,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,GA,0,5,0,0,0,1,Other Titles,Senior,4654
90.0,3.4,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,0,MA,1,32,0,1,0,1,Data Engineer,Not Mentioned,2786
120.0,-1.0,Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,1,MA,0,-1,0,0,0,1,Other Titles,Not Mentioned,3334
73.5,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,0,0,0,1,Other Titles,Not Mentioned,3107
91.0,3.8,501 to 1000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,FL,1,36,1,0,0,1,Data Scientist,Not Mentioned,2953
155.0,5.0,Unknown,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,1,DC,0,-1,0,0,1,1,Data Scientist,Not Mentioned,3239
129.5,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,0,169,1,1,1,1,Other Titles,Not Mentioned,4671
167.5,4.0,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,NY,1,171,0,0,1,1,Data Scientist,Senior,4953
60.0,3.8,1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),3,0,0,WI,1,150,0,0,1,1,Analyst,Not Mentioned,4150
180.0,3.9,51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,0,CA,1,11,1,0,0,1,Data Scientist,Senior,3233
65.0,3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,0,0,NY,1,18,0,0,0,1,Analyst,Not Mentioned,2525
112.5,4.3,5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),3,0,0,NC,0,30,1,1,1,0,Data Engineer,Senior,4614
87.5,1.9,201 to 500 employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),3,0,0,NY,1,10,1,0,0,1,Analyst,Senior,4591
51.5,3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,0,0,IN,0,108,1,0,0,1,Other Titles,Not Mentioned,4370
51.0,4.7,51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,0,CA,0,48,0,0,0,1,Other Titles,Not Mentioned,4265
62.5,3.1,10000+ employees,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),0,0,0,MA,0,164,1,0,0,1,Other Titles,Not Mentioned,3339
100.0,3.4,501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,0,AZ,0,39,0,0,0,0,Data Engineer,Senior,3923
85.0,4.4,51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,0,VA,0,16,1,1,1,0,Data Engineer,Not Mentioned,2893
122.0,3.9,201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,0,FL,1,8,1,0,1,0,Data Scientist,Senior,5698
66.5,3.9,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,0,IL,0,25,1,0,0,0,Other Titles,Not Mentioned,4806
70.5,4.7,1001 to 5000 employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,0,0,0,MO,1,18,0,1,0,1,Other Titles,Not Mentioned,2751
138.5,4.7,51 to 200 employees,Company - Private,Security Services,Business Services,$10 to $25 million (USD),0,0,0,TX,1,10,1,1,0,0,Data Engineer,Senior,4916
107.5,3.4,1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),3,0,0,MA,0,77,0,1,0,1,Data Scientist,Not Mentioned,8882
120.5,3.8,501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,0,MA,1,12,0,0,0,0,Other Titles,Not Mentioned,2723
81.0,2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,MD,1,59,0,0,0,0,Other Titles,Not Mentioned,4767
103.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,KY,0,145,0,0,0,0,Other Titles,Not Mentioned,5231
107.5,3.4,1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),3,0,0,IL,1,15,0,0,0,0,Data Engineer,Senior,4335
162.0,4.0,1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,2,0,0,CA,0,13,1,1,1,1,Data Engineer,Senior,4024
68.5,3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,0,0,CA,1,51,1,1,0,1,Other Titles,Not Mentioned,3447
110.5,3.4,10000+ employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),3,0,0,OH,0,42,0,0,0,1,Data Scientist,Senior,1735
81.0,3.7,10000+ employees,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),3,0,0,IL,0,95,0,0,0,0,Data Scientist,Not Mentioned,2769
130.0,4.3,1001 to 5000 employees,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),3,0,0,IL,1,27,1,1,0,1,Data Scientist,Senior,9165
115.5,3.7,201 to 500 employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,0,IA,1,-1,1,0,0,1,Data Engineer,Senior,6633
80.5,3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,0,0,WA,1,55,0,0,0,0,Data Scientist,Senior,5236
43.0,4.6,501 to 1000 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),0,0,0,IA,1,28,0,0,0,1,Analyst,Not Mentioned,4377
140.0,4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,MA,1,17,0,0,0,1,Director,Not Mentioned,5494
120.0,-1.0,Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,1,MA,0,-1,0,0,0,0,Other Titles,Senior,3239
66.5,3.0,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),3,0,0,PA,1,37,0,0,0,1,Analyst,Senior,3787
94.5,4.7,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,0,CA,0,14,1,0,1,0,Data Engineer,Senior,1534
119.0,3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,0,0,WA,0,55,0,0,0,0,Data Scientist,Senior,5234
50.0,3.2,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),2,1,0,NE,0,24,0,0,0,0,Other Titles,Not Mentioned,1885
27.0,2.7,5001 to 10000 employees,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),0,1,0,TN,0,20,0,0,0,1,Analyst,Senior,4349
194.5,3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,0,0,IL,0,108,1,0,0,0,Director,Not Mentioned,3967
71.5,3.9,1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),3,0,0,TX,1,73,1,0,1,1,Other Titles,Senior,2353
105.5,3.7,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,TX,1,-1,1,0,1,0,Data Scientist,Not Mentioned,8876
74.0,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Senior,6106
62.5,3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,0,AL,0,98,0,0,0,1,Analyst,Not Mentioned,4820
65.5,4.3,1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),3,0,0,NC,0,62,0,0,0,0,Other Titles,Senior,2287
161.5,3.6,1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,NJ,1,31,1,0,1,1,Director,Not Mentioned,5189
72.5,2.1,1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),2,0,0,PA,1,17,0,0,0,1,Analyst,Senior,1402
139.0,3.9,51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,0,CA,1,12,1,0,1,1,Data Engineer,Senior,4951
136.5,3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,0,0,CA,1,13,0,0,0,0,Data Engineer,Senior,3494
74.5,3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,0,0,NY,1,18,1,1,0,0,Data Scientist,Not Mentioned,3212
80.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Senior,5815
75.5,3.5,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,0,NM,0,150,1,0,0,1,Data Scientist,Not Mentioned,3590
143.5,4.7,51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,2,0,0,MO,1,4,1,1,0,0,Data Scientist,Not Mentioned,5065
101.0,5.0,51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),0,0,0,VA,0,6,1,0,0,0,Data Scientist,Not Mentioned,2746
92.0,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,1,169,1,1,0,1,Data Engineer,Not Mentioned,2967
76.5,3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,0,0,WA,1,55,1,0,0,0,Data Scientist,Not Mentioned,6474
140.5,4.7,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,0,UT,1,7,1,0,1,0,Data Scientist,Senior,4854
116.5,3.6,10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,0,NJ,0,208,0,0,0,1,Data Scientist,Not Mentioned,4002
232.5,4.7,501 to 1000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,0,CA,0,21,1,0,0,0,Machine Learning Engineer,Senior,3886
120.5,3.5,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,4,1,0,0,0,Data Scientist,Not Mentioned,2312
82.0,3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,0,0,VA,0,51,1,0,0,0,Other Titles,Not Mentioned,4233
84.5,3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,NY,1,6,0,0,0,0,Other Titles,Senior,3693
153.0,2.7,10000+ employees,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,0,0,0,CA,0,13,1,1,1,0,Data Scientist,Not Mentioned,7057
127.0,3.4,501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,12,1,1,0,0,Data Scientist,Not Mentioned,3397
85.5,4.7,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,10,1,1,0,1,Data Scientist,Not Mentioned,3782
76.5,2.8,1001 to 5000 employees,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),0,0,0,NY,1,44,1,0,0,1,Data Scientist,Not Mentioned,3053
128.0,3.5,1001 to 5000 employees,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),3,0,0,NY,0,28,1,1,0,0,Data Scientist,Not Mentioned,4209
91.5,3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,0,PA,0,-1,1,1,1,1,Data Engineer,Not Mentioned,1510
134.5,4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,0,MA,1,7,0,0,0,0,Other Titles,Senior,4464
164.5,3.3,201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,CA,1,12,0,0,0,0,Data Scientist,Not Mentioned,1707
93.5,4.0,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,0,MD,1,18,0,0,0,1,Other Titles,Not Mentioned,4674
44.0,3.4,201 to 500 employees,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),0,0,0,FL,1,29,0,0,0,0,Analyst,Not Mentioned,2312
149.5,3.8,501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,3,0,0,TX,0,10,0,1,1,0,Data Engineer,Not Mentioned,3331
65.5,3.5,1001 to 5000 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,0,0,0,DC,1,13,0,1,1,1,Data Engineer,Not Mentioned,4636
109.0,4.4,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,VA,0,5,1,1,0,0,Data Engineer,Not Mentioned,2378
177.0,3.7,1001 to 5000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),3,0,0,CA,1,32,1,1,1,0,Data Engineer,Not Mentioned,3249
107.0,4.7,201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,0,0,VA,0,10,1,1,0,1,Data Scientist,Not Mentioned,3736
154.5,4.1,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3,0,0,CA,1,8,1,1,0,1,Data Scientist,Not Mentioned,4244
113.5,4.0,1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),0,0,0,CA,0,-1,1,1,0,0,Data Scientist,Not Mentioned,1040
124.5,3.5,1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,0,NC,1,3,1,1,0,1,Data Scientist,Senior,3907
143.5,2.5,1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,0,0,CA,1,-1,1,0,0,1,Data Scientist,Not Mentioned,3931
113.5,3.9,1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),0,0,0,CA,0,-1,1,0,0,0,Data Scientist,Not Mentioned,2787
101.5,3.4,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,0,VA,0,51,1,0,1,0,Data Scientist,Not Mentioned,2930
73.0,3.6,10000+ employees,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),3,0,0,NY,0,85,0,0,1,1,Analyst,Not Mentioned,6561
